Endpoint,Method,Parameters,Local Time Avg (ms),Local Time Min (ms),Local Time Max (ms),Local Time StdDev (ms),Local Size Avg (bytes),Local Size Min (bytes),Local Size Max (bytes),Local Size StdDev (bytes),Local Status,External Time Avg (ms),External Time Min (ms),External Time Max (ms),External Time StdDev (ms),External Size Avg (bytes),External Size Min (bytes),External Size Max (bytes),External Size StdDev (bytes),External Status,Timestamp,Error
/sources/Forster-(2010)/tuning-systems?inArabic=true,GET,inArabic=true,8.80,7.00,11.00,1.25,2470,2470,2470,0,200,198.60,190.00,211.00,6.61,2470,2470,2470,,200,2025-11-06T20:57:25.022Z,
/sources/Farmer-(1937)/tuning-systems?inArabic=true,GET,inArabic=true,7.90,7.00,11.00,1.45,1956,1956,1956,0,200,195.40,183.00,208.00,6.47,1956,1956,1956,,200,2025-11-06T20:57:28.023Z,
/sources/Mokhtar-(1937)/tuning-systems?inArabic=true,GET,inArabic=true,8.30,7.00,12.00,1.68,226,226,226,0,200,194.90,188.00,208.00,6.43,226,226,226,,200,2025-11-06T20:57:31.025Z,
/sources/na-(1933)/tuning-systems?inArabic=true,GET,inArabic=true,9.90,8.00,12.00,1.37,212,212,212,0,200,195.30,189.00,214.00,7.43,212,212,212,,200,2025-11-06T20:57:34.046Z,
/sources/Allami-(2022)/tuning-systems?inArabic=true,GET,inArabic=true,8.30,6.00,10.00,1.19,894,894,894,0,200,193.50,187.00,205.00,5.08,894,894,894,,200,2025-11-06T20:57:37.037Z,
/sources/Forster-(2010)/tuning-systems?inArabic=false,GET,inArabic=false,8.40,7.00,12.00,1.69,1939,1939,1939,0,200,201.20,186.00,289.00,29.76,1939,1939,1939,,200,2025-11-06T20:57:40.106Z,
/sources/Farmer-(1937)/tuning-systems?inArabic=false,GET,inArabic=false,9.20,7.00,13.00,1.99,1573,1573,1573,0,200,192.30,187.00,204.00,5.00,1573,1573,1573,,200,2025-11-06T20:57:43.086Z,
/sources/Mokhtar-(1937)/tuning-systems?inArabic=false,GET,inArabic=false,9.50,7.00,16.00,2.91,139,139,139,0,200,192.90,181.00,216.00,8.86,139,139,139,,200,2025-11-06T20:57:46.079Z,
/sources/na-(1933)/tuning-systems?inArabic=false,GET,inArabic=false,13.20,7.00,25.00,6.35,142,142,142,0,200,189.90,181.00,205.00,6.55,142,142,142,,200,2025-11-06T20:57:49.079Z,
/sources/Allami-(2022)/tuning-systems?inArabic=false,GET,inArabic=false,9.00,7.00,14.00,2.37,578,578,578,0,200,190.50,182.00,200.00,4.82,578,578,578,,200,2025-11-06T20:57:52.048Z,
/sources/Forster-(2010)/maqamat,GET,,56.00,7.00,481.00,141.67,176,176,176,0,200,194.00,185.00,204.00,5.80,176,176,176,,200,2025-11-06T20:57:55.529Z,
/sources/Farmer-(1937)/maqamat,GET,,8.80,7.00,14.00,2.04,133,133,133,0,200,196.90,179.00,257.00,20.76,133,133,133,,200,2025-11-06T20:57:58.558Z,
/sources/Mokhtar-(1937)/maqamat,GET,,9.70,7.00,14.00,2.65,139,139,139,0,200,192.50,181.00,218.00,10.86,139,139,139,,200,2025-11-06T20:58:01.548Z,
/sources/al-Sabbagh-(1954)/maqamat,GET,,14.20,7.00,31.00,8.81,223,223,223,0,200,220.10,192.00,345.00,47.51,223,223,223,,200,2025-11-06T20:58:04.862Z,
/sources/al-Sabbagh-(1950)/maqamat,GET,,8.20,6.00,12.00,1.54,168,168,168,0,200,191.80,178.00,205.00,9.93,168,168,168,,200,2025-11-06T20:58:07.830Z,
/sources/Forster-(2010)/maqamat?inArabic=true,GET,inArabic=true,8.30,6.00,14.00,2.45,280,280,280,0,200,196.30,185.00,229.00,13.54,280,280,280,,200,2025-11-06T20:58:10.843Z,
/sources/Farmer-(1937)/maqamat?inArabic=true,GET,inArabic=true,10.00,6.00,20.00,4.02,187,187,187,0,200,195.40,185.00,232.00,13.11,187,187,187,,200,2025-11-06T20:58:13.865Z,
/sources/Mokhtar-(1937)/maqamat?inArabic=true,GET,inArabic=true,8.70,7.00,14.00,2.10,226,226,226,0,200,196.40,189.00,243.00,15.60,226,226,226,,200,2025-11-06T20:58:16.886Z,
/sources/al-Sabbagh-(1954)/maqamat?inArabic=true,GET,inArabic=true,9.00,7.00,14.00,2.05,365,365,365,0,200,195.90,184.00,239.00,14.98,365,365,365,,200,2025-11-06T20:58:19.904Z,
/sources/al-Sabbagh-(1950)/maqamat?inArabic=true,GET,inArabic=true,8.80,7.00,12.00,1.66,256,256,256,0,200,194.80,183.00,219.00,10.78,256,256,256,,200,2025-11-06T20:58:22.906Z,
/sources/Forster-(2010)/maqamat?inArabic=false,GET,inArabic=false,10.40,7.00,16.00,3.01,176,176,176,0,200,190.90,184.00,209.00,6.67,176,176,176,,200,2025-11-06T20:58:25.884Z,
/sources/Farmer-(1937)/maqamat?inArabic=false,GET,inArabic=false,8.70,7.00,13.00,2.05,133,133,133,0,200,198.60,182.00,259.00,21.02,133,133,133,,200,2025-11-06T20:58:28.929Z,
/sources/Mokhtar-(1937)/maqamat?inArabic=false,GET,inArabic=false,8.30,7.00,10.00,1.10,139,139,139,0,200,201.20,184.00,254.00,22.42,139,139,139,,200,2025-11-06T20:58:31.997Z,
/sources/al-Sabbagh-(1954)/maqamat?inArabic=false,GET,inArabic=false,13.80,8.00,28.00,5.79,223,223,223,0,200,196.60,184.00,225.00,12.56,223,223,223,,200,2025-11-06T20:58:35.075Z,
/sources/al-Sabbagh-(1950)/maqamat?inArabic=false,GET,inArabic=false,9.30,7.00,17.00,2.79,168,168,168,0,200,189.80,186.00,196.00,3.19,168,168,168,,200,2025-11-06T20:58:38.030Z,
/sources/Forster-(2010)/ajnas,GET,,54.40,7.00,470.00,138.54,176,176,176,0,200,195.10,187.00,222.00,10.14,176,176,176,,200,2025-11-06T20:58:41.504Z,
/sources/Farmer-(1937)/ajnas,GET,,10.90,6.00,31.00,7.29,133,133,133,0,200,209.40,188.00,283.00,34.75,133,133,133,,200,2025-11-06T20:58:44.679Z,
/sources/Mokhtar-(1937)/ajnas,GET,,8.20,6.00,17.00,3.16,139,139,139,0,200,201.30,186.00,289.00,29.52,139,139,139,,200,2025-11-06T20:58:47.741Z,
/sources/Shawqi-(1969)/ajnas,GET,,8.00,7.00,14.00,2.19,148,148,148,0,200,193.40,181.00,222.00,10.70,148,148,148,,200,2025-11-06T20:58:50.726Z,
/sources/na-(1933)/ajnas,GET,,8.50,6.00,15.00,2.66,142,142,142,0,200,192.60,189.00,197.00,2.80,142,142,142,,200,2025-11-06T20:58:53.710Z,
/sources/Forster-(2010)/ajnas?inArabic=true,GET,inArabic=true,7.70,6.00,12.00,1.79,280,280,280,0,200,195.50,190.00,207.00,5.52,280,280,280,,200,2025-11-06T20:58:56.714Z,
/sources/Farmer-(1937)/ajnas?inArabic=true,GET,inArabic=true,8.20,7.00,15.00,2.44,187,187,187,0,200,210.30,183.00,350.00,47.15,187,187,187,,200,2025-11-06T20:58:59.864Z,
/sources/Mokhtar-(1937)/ajnas?inArabic=true,GET,inArabic=true,9.00,7.00,19.00,3.52,226,226,226,0,200,195.60,187.00,220.00,8.97,226,226,226,,200,2025-11-06T20:59:02.875Z,
/sources/Shawqi-(1969)/ajnas?inArabic=true,GET,inArabic=true,8.30,6.00,14.00,2.33,216,216,216,0,200,196.30,189.00,208.00,6.45,216,216,216,,200,2025-11-06T20:59:05.885Z,
/sources/na-(1933)/ajnas?inArabic=true,GET,inArabic=true,9.70,6.00,25.00,5.31,212,212,212,0,200,198.00,188.00,216.00,7.46,212,212,212,,200,2025-11-06T20:59:08.930Z,
/sources/Forster-(2010)/ajnas?inArabic=false,GET,inArabic=false,8.60,7.00,13.00,1.85,176,176,176,0,200,203.40,182.00,284.00,29.21,176,176,176,,200,2025-11-06T20:59:12.023Z,
/sources/Farmer-(1937)/ajnas?inArabic=false,GET,inArabic=false,12.00,7.00,31.00,7.03,133,133,133,0,200,196.70,189.00,221.00,9.18,133,133,133,,200,2025-11-06T20:59:15.076Z,
/sources/Mokhtar-(1937)/ajnas?inArabic=false,GET,inArabic=false,8.70,7.00,15.00,2.37,139,139,139,0,200,190.60,182.00,205.00,5.82,139,139,139,,200,2025-11-06T20:59:18.037Z,
/sources/Shawqi-(1969)/ajnas?inArabic=false,GET,inArabic=false,8.10,7.00,10.00,1.14,148,148,148,0,200,196.20,190.00,214.00,7.72,148,148,148,,200,2025-11-06T20:59:21.049Z,
/sources/na-(1933)/ajnas?inArabic=false,GET,inArabic=false,10.40,7.00,23.00,4.39,142,142,142,0,200,194.20,186.00,219.00,9.41,142,142,142,,200,2025-11-06T20:59:24.064Z,
