Endpoint,Method,Parameters,Local Time Avg (ms),Local Time Min (ms),Local Time Max (ms),Local Time StdDev (ms),Local Size Avg (bytes),Local Size Min (bytes),Local Size Max (bytes),Local Size StdDev (bytes),Local Status,External Time Avg (ms),External Time Min (ms),External Time Max (ms),External Time StdDev (ms),External Size Avg (bytes),External Size Min (bytes),External Size Max (bytes),External Size StdDev (bytes),External Status,Timestamp,Error
/tuning-systems/al-Urmawi-(1294a)/yegah/maqamat?inArabic=false,GET,inArabic=false,75.10,69.00,92.00,6.24,10502,10502,10502,0,200,501.10,468.00,541.00,31.18,10502,10502,10502,,200,2025-11-06T20:28:11.936Z,
/ajnas,GET,,64.80,23.00,432.00,122.41,218051,218051,218051,0,200,302.10,263.00,348.00,24.50,218051,218051,218051,,200,2025-11-06T20:28:16.604Z,
/ajnas?sortBy=tonic,GET,sortBy=tonic,24.90,21.00,36.00,3.99,218051,218051,218051,0,200,310.20,278.00,355.00,27.02,218051,218051,218051,,200,2025-11-06T20:28:20.945Z,
/ajnas?sortBy=alphabetical,GET,sortBy=alphabetical,24.30,22.00,30.00,2.28,218051,218051,218051,0,200,345.50,282.00,445.00,48.96,218051,218051,218051,,200,2025-11-06T20:28:25.638Z,
/ajnas?includeSources=true,GET,includeSources=true,24.50,22.00,31.00,2.58,218665,218665,218665,0,200,309.60,260.00,355.00,29.72,218665,218665,218665,,200,2025-11-06T20:28:29.970Z,
/ajnas?sortBy=tonic&includeSources=true,GET,sortBy=tonic&includeSources=true,24.50,23.00,27.00,1.28,218665,218665,218665,0,200,325.10,284.00,386.00,33.84,218665,218665,218665,,200,2025-11-06T20:28:34.454Z,
/ajnas?sortBy=alphabetical&includeSources=true,GET,sortBy=alphabetical&includeSources=true,22.30,20.00,28.00,2.33,218665,218665,218665,0,200,289.80,259.00,348.00,23.12,218665,218665,218665,,200,2025-11-06T20:28:38.562Z,
/ajnas?includeSources=false,GET,includeSources=false,22.40,20.00,31.00,3.44,218051,218051,218051,0,200,310.00,277.00,428.00,43.15,218051,218051,218051,,200,2025-11-06T20:28:42.875Z,
/ajnas?sortBy=tonic&includeSources=false,GET,sortBy=tonic&includeSources=false,24.60,23.00,28.00,1.36,218051,218051,218051,0,200,314.90,272.00,409.00,41.93,218051,218051,218051,,200,2025-11-06T20:28:47.258Z,
/ajnas?sortBy=alphabetical&includeSources=false,GET,sortBy=alphabetical&includeSources=false,24.80,23.00,29.00,1.89,218051,218051,218051,0,200,312.70,273.00,387.00,37.78,218051,218051,218051,,200,2025-11-06T20:28:51.625Z,
/ajnas?inArabic=true,GET,inArabic=true,53.90,49.00,77.00,7.89,325092,325092,325092,0,200,467.10,413.00,575.00,50.21,325092,325092,325092,,200,2025-11-06T20:28:57.833Z,
/ajnas?sortBy=tonic&inArabic=true,GET,sortBy=tonic&inArabic=true,52.00,47.00,66.00,4.88,325092,325092,325092,0,200,429.00,402.00,497.00,29.48,325092,325092,325092,,200,2025-11-06T20:29:03.633Z,
/ajnas?sortBy=alphabetical&inArabic=true,GET,sortBy=alphabetical&inArabic=true,53.20,51.00,66.00,4.31,325092,325092,325092,0,200,437.70,404.00,487.00,29.25,325092,325092,325092,,200,2025-11-06T20:29:09.534Z,
/ajnas?includeSources=true&inArabic=true,GET,includeSources=true&inArabic=true,53.00,50.00,66.00,4.47,325706,325706,325706,0,200,446.10,407.00,495.00,26.25,325706,325706,325706,,200,2025-11-06T20:29:15.508Z,
/ajnas?sortBy=tonic&includeSources=true&inArabic=true,GET,sortBy=tonic&includeSources=true&inArabic=true,51.40,48.00,67.00,5.28,325706,325706,325706,0,200,429.70,406.00,494.00,27.73,325706,325706,325706,,200,2025-11-06T20:29:21.304Z,
/ajnas?inArabic=false,GET,inArabic=false,23.70,21.00,31.00,2.65,218051,218051,218051,0,200,301.40,273.00,399.00,40.75,218051,218051,218051,,200,2025-11-06T20:29:25.533Z,
/ajnas?sortBy=tonic&inArabic=false,GET,sortBy=tonic&inArabic=false,21.30,20.00,22.00,0.78,218051,218051,218051,0,200,279.00,262.00,289.00,9.40,218051,218051,218051,,200,2025-11-06T20:29:29.514Z,
/ajnas?sortBy=alphabetical&inArabic=false,GET,sortBy=alphabetical&inArabic=false,21.40,19.00,26.00,1.85,218051,218051,218051,0,200,295.40,270.00,352.00,27.45,218051,218051,218051,,200,2025-11-06T20:29:33.669Z,
/ajnas?includeSources=true&inArabic=false,GET,includeSources=true&inArabic=false,22.20,21.00,25.00,1.33,218665,218665,218665,0,200,280.60,266.00,297.00,8.99,218665,218665,218665,,200,2025-11-06T20:29:37.682Z,
/ajnas?sortBy=tonic&includeSources=true&inArabic=false,GET,sortBy=tonic&includeSources=true&inArabic=false,21.50,20.00,27.00,1.91,218665,218665,218665,0,200,318.50,270.00,410.00,49.29,218665,218665,218665,,200,2025-11-06T20:29:42.065Z,
/ajnas/jins_ajam_ushayran/availability,GET,,78.80,7.00,715.00,212.07,9401,9401,9401,0,200,208.40,189.00,237.00,17.48,9454,9454,9454,,200,2025-11-06T20:29:46.338Z,
/ajnas/jins_hijaz_yegah/availability,GET,,8.30,7.00,15.00,2.28,2600,2600,2600,0,200,197.70,189.00,211.00,6.78,2653,2653,2653,,200,2025-11-06T20:29:49.369Z,
/ajnas/jins_segah_baladi/availability,GET,,8.10,7.00,14.00,2.02,7072,7072,7072,0,200,197.70,186.00,225.00,10.12,7125,7125,7125,,200,2025-11-06T20:29:52.397Z,
/ajnas/jins_bayyat/availability,GET,,8.20,6.00,14.00,2.14,8316,8316,8316,0,200,200.10,184.00,247.00,17.39,8369,8369,8369,,200,2025-11-06T20:29:55.452Z,
/ajnas/jins_athar_kurd/availability,GET,,8.10,7.00,14.00,2.02,8905,8905,8905,0,200,197.40,187.00,220.00,8.45,8958,8958,8958,,200,2025-11-06T20:29:58.476Z,
/ajnas/jins_ajam_ushayran/availability?inArabic=true,GET,inArabic=true,10.30,8.00,16.00,2.45,13974,13974,13974,0,200,204.80,193.00,229.00,10.34,14027,14027,14027,,200,2025-11-06T20:30:01.596Z,
/ajnas/jins_hijaz_yegah/availability?inArabic=true,GET,inArabic=true,10.80,7.00,20.00,3.46,3721,3721,3721,0,200,201.30,192.00,224.00,9.42,3774,3774,3774,,200,2025-11-06T20:30:04.686Z,
/ajnas/jins_segah_baladi/availability?inArabic=true,GET,inArabic=true,9.60,7.00,19.00,3.26,10577,10577,10577,0,200,203.60,196.00,218.00,6.86,10630,10630,10630,,200,2025-11-06T20:30:07.786Z,
/ajnas/jins_bayyat/availability?inArabic=true,GET,inArabic=true,10.00,8.00,18.00,2.86,12397,12397,12397,0,200,231.20,197.00,348.00,42.03,12450,12450,12450,,200,2025-11-06T20:30:11.167Z,
/ajnas/jins_athar_kurd/availability?inArabic=true,GET,inArabic=true,10.80,9.00,16.00,2.04,13274,13274,13274,0,200,208.40,199.00,216.00,6.05,13327,13327,13327,,200,2025-11-06T20:30:14.326Z,
/ajnas/jins_ajam_ushayran/availability?inArabic=false,GET,inArabic=false,10.20,7.00,18.00,3.22,9416,9416,9416,0,200,198.10,191.00,205.00,4.09,9469,9469,9469,,200,2025-11-06T20:30:17.376Z,
/ajnas/jins_hijaz_yegah/availability?inArabic=false,GET,inArabic=false,9.20,8.00,12.00,1.47,2615,2615,2615,0,200,202.50,191.00,222.00,10.40,2668,2668,2668,,200,2025-11-06T20:30:20.461Z,
/ajnas/jins_segah_baladi/availability?inArabic=false,GET,inArabic=false,9.20,7.00,16.00,2.96,7087,7087,7087,0,200,200.60,190.00,223.00,8.15,7140,7140,7140,,200,2025-11-06T20:30:23.527Z,
/ajnas/jins_bayyat/availability?inArabic=false,GET,inArabic=false,9.40,7.00,16.00,2.42,8331,8331,8331,0,200,201.70,192.00,220.00,7.90,8384,8384,8384,,200,2025-11-06T20:30:26.607Z,
/ajnas/jins_athar_kurd/availability?inArabic=false,GET,inArabic=false,13.50,9.00,45.00,10.56,8920,8920,8920,0,200,209.20,191.00,277.00,25.40,8973,8973,8973,,200,2025-11-06T20:30:29.807Z,
/pitch-classes/note-names,GET,,30.00,8.00,211.00,60.36,48039,48039,48039,0,200,212.80,203.00,232.00,7.14,48039,48039,48039,,200,2025-11-06T20:30:33.301Z,
/pitch-classes/note-names?sortBy=order,GET,sortBy=order,12.00,8.00,20.00,3.69,48039,48039,48039,0,200,208.60,200.00,230.00,8.64,48039,48039,48039,,200,2025-11-06T20:30:36.484Z,
/pitch-classes/note-names?sortBy=alphabetical,GET,sortBy=alphabetical,11.40,9.00,17.00,2.73,48039,48039,48039,0,200,217.00,200.00,299.00,27.80,48039,48039,48039,,200,2025-11-06T20:30:39.738Z,
/pitch-classes/note-names?inArabic=true,GET,inArabic=true,18.10,14.00,27.00,3.81,56624,56624,56624,0,200,258.30,203.00,469.00,73.82,56624,56624,56624,,200,2025-11-06T20:30:43.477Z,
/pitch-classes/note-names?sortBy=order&inArabic=true,GET,sortBy=order&inArabic=true,16.30,14.00,21.00,2.37,56624,56624,56624,0,200,228.30,221.00,244.00,6.89,56624,56624,56624,,200,2025-11-06T20:30:46.899Z,
/pitch-classes/note-names?sortBy=alphabetical&inArabic=true,GET,sortBy=alphabetical&inArabic=true,16.50,13.00,24.00,2.87,56624,56624,56624,0,200,234.10,217.00,308.00,25.52,56624,56624,56624,,200,2025-11-06T20:30:50.379Z,
/pitch-classes/note-names?inArabic=false,GET,inArabic=false,12.20,9.00,20.00,3.03,48039,48039,48039,0,200,237.30,202.00,346.00,51.43,48039,48039,48039,,200,2025-11-06T20:30:53.853Z,
/pitch-classes/note-names?sortBy=order&inArabic=false,GET,sortBy=order&inArabic=false,13.00,10.00,19.00,2.79,48039,48039,48039,0,200,204.60,198.00,215.00,6.20,48039,48039,48039,,200,2025-11-06T20:30:57.007Z,
/pitch-classes/note-names?sortBy=alphabetical&inArabic=false,GET,sortBy=alphabetical&inArabic=false,10.70,8.00,16.00,2.05,48039,48039,48039,0,200,208.70,196.00,236.00,11.33,48039,48039,48039,,200,2025-11-06T20:31:00.177Z,
/sources,GET,,37.70,6.00,263.00,75.87,8098,8098,8098,0,200,200.00,190.00,228.00,12.20,8098,8098,8098,,200,2025-11-06T20:31:03.577Z,
/sources?inArabic=true,GET,inArabic=true,11.70,8.00,21.00,4.27,14148,14148,14148,0,200,195.50,189.00,213.00,6.41,14148,14148,14148,,200,2025-11-06T20:31:06.619Z,
/sources?inArabic=false,GET,inArabic=false,9.40,7.00,11.00,1.50,8098,8098,8098,0,200,194.20,187.00,208.00,6.46,8098,8098,8098,,200,2025-11-06T20:31:09.628Z,
/sources/Forster-(2010),GET,,89.30,6.00,825.00,245.24,450,450,450,0,200,200.80,188.00,278.00,25.84,450,450,450,,200,2025-11-06T20:31:13.518Z,
/sources/Farmer-(1937),GET,,7.90,6.00,12.00,1.92,446,446,446,0,200,198.20,188.00,237.00,13.67,446,446,446,,200,2025-11-06T20:31:16.546Z,
/sources/Mokhtar-(1937),GET,,8.90,7.00,16.00,2.81,517,517,517,0,200,205.90,190.00,273.00,23.90,517,517,517,,200,2025-11-06T20:31:19.663Z,
/sources/al-Sabbagh-(1950),GET,,8.10,6.00,15.00,2.51,438,438,438,0,200,195.20,188.00,209.00,5.91,438,438,438,,200,2025-11-06T20:31:22.667Z,
/sources/d-Erlanger-(1930),GET,,8.00,6.00,13.00,1.95,393,393,393,0,200,195.80,191.00,202.00,3.60,393,393,393,,200,2025-11-06T20:31:25.674Z,
/sources/Forster-(2010)?inArabic=true,GET,inArabic=true,8.60,5.00,16.00,3.98,798,798,798,0,200,209.50,189.00,289.00,28.80,798,798,798,,200,2025-11-06T20:31:28.824Z,
/sources/Farmer-(1937)?inArabic=true,GET,inArabic=true,8.50,6.00,17.00,3.23,821,821,821,0,200,198.20,189.00,220.00,8.15,821,821,821,,200,2025-11-06T20:31:31.862Z,
/sources/Mokhtar-(1937)?inArabic=true,GET,inArabic=true,9.70,6.00,23.00,4.65,858,858,858,0,200,196.00,190.00,200.00,3.22,858,858,858,,200,2025-11-06T20:31:34.889Z,
/sources/al-Sabbagh-(1950)?inArabic=true,GET,inArabic=true,8.70,7.00,14.00,2.24,760,760,760,0,200,200.10,193.00,225.00,9.16,760,760,760,,200,2025-11-06T20:31:37.949Z,
/sources/d-Erlanger-(1930)?inArabic=true,GET,inArabic=true,9.00,7.00,17.00,3.07,702,702,702,0,200,199.50,183.00,237.00,14.14,702,702,702,,200,2025-11-06T20:31:41.004Z,
/sources/Forster-(2010)?inArabic=false,GET,inArabic=false,8.30,7.00,15.00,2.41,450,450,450,0,200,197.60,192.00,203.00,3.77,450,450,450,,200,2025-11-06T20:31:44.030Z,
/sources/Farmer-(1937)?inArabic=false,GET,inArabic=false,8.40,6.00,14.00,2.42,446,446,446,0,200,193.10,187.00,201.00,5.03,446,446,446,,200,2025-11-06T20:31:47.013Z,
/sources/Mokhtar-(1937)?inArabic=false,GET,inArabic=false,8.80,7.00,12.00,1.99,517,517,517,0,200,219.60,190.00,381.00,55.98,517,517,517,,200,2025-11-06T20:31:50.266Z,
/sources/al-Sabbagh-(1950)?inArabic=false,GET,inArabic=false,8.40,7.00,13.00,1.74,438,438,438,0,200,196.40,188.00,223.00,9.79,438,438,438,,200,2025-11-06T20:31:53.284Z,
/sources/d-Erlanger-(1930)?inArabic=false,GET,inArabic=false,9.60,7.00,23.00,4.65,393,393,393,0,200,207.50,189.00,342.00,44.97,393,393,393,,200,2025-11-06T20:31:56.426Z,
/sources/Forster-(2010)/tuning-systems,GET,,33.30,6.00,165.00,50.53,1939,1939,1939,0,200,201.30,191.00,240.00,13.73,1939,1939,1939,,200,2025-11-06T20:31:59.764Z,
/sources/Farmer-(1937)/tuning-systems,GET,,8.30,6.00,17.00,3.03,1573,1573,1573,0,200,228.40,193.00,434.00,69.41,1573,1573,1573,,200,2025-11-06T20:32:03.097Z,
/sources/Mokhtar-(1937)/tuning-systems,GET,,8.20,6.00,15.00,2.68,139,139,139,0,200,198.60,185.00,274.00,25.31,139,139,139,,200,2025-11-06T20:32:06.135Z,
/sources/al-Khuli-(2011)/tuning-systems,GET,,8.50,6.00,16.00,2.84,140,140,140,0,200,195.90,186.00,238.00,14.86,140,140,140,,200,2025-11-06T20:32:09.146Z,
/sources/al-Sabbagh-(1950)/tuning-systems,GET,,8.40,6.00,18.00,3.35,168,168,168,0,200,191.70,180.00,203.00,6.63,168,168,168,,200,2025-11-06T20:32:12.115Z,
/sources/Forster-(2010)/tuning-systems?inArabic=true,GET,inArabic=true,8.60,6.00,21.00,4.32,2470,2470,2470,0,200,194.80,190.00,206.00,5.08,2470,2470,2470,,200,2025-11-06T20:32:15.120Z,
/sources/Farmer-(1937)/tuning-systems?inArabic=true,GET,inArabic=true,8.90,7.00,12.00,1.87,1956,1956,1956,0,200,208.20,187.00,324.00,39.43,1956,1956,1956,,200,2025-11-06T20:32:18.262Z,
/sources/Mokhtar-(1937)/tuning-systems?inArabic=true,GET,inArabic=true,8.40,6.00,16.00,2.97,226,226,226,0,200,191.80,182.00,200.00,5.08,226,226,226,,200,2025-11-06T20:32:21.232Z,
/sources/al-Khuli-(2011)/tuning-systems?inArabic=true,GET,inArabic=true,8.50,6.00,15.00,2.77,197,197,197,0,200,192.50,183.00,214.00,8.33,197,197,197,,200,2025-11-06T20:32:24.212Z,
/sources/al-Sabbagh-(1950)/tuning-systems?inArabic=true,GET,inArabic=true,8.40,7.00,13.00,1.96,256,256,256,0,200,190.90,182.00,201.00,6.73,256,256,256,,200,2025-11-06T20:32:27.174Z,
/sources/Forster-(2010)/tuning-systems?inArabic=false,GET,inArabic=false,9.50,6.00,22.00,4.46,1939,1939,1939,0,200,208.80,191.00,304.00,32.04,1939,1939,1939,,200,2025-11-06T20:32:30.325Z,
/sources/Farmer-(1937)/tuning-systems?inArabic=false,GET,inArabic=false,8.30,6.00,14.00,2.45,1573,1573,1573,0,200,193.20,184.00,215.00,8.05,1573,1573,1573,,200,2025-11-06T20:32:33.311Z,
/sources/Mokhtar-(1937)/tuning-systems?inArabic=false,GET,inArabic=false,8.80,7.00,15.00,2.56,139,139,139,0,200,197.70,192.00,206.00,4.31,139,139,139,,200,2025-11-06T20:32:36.345Z,
/sources/al-Khuli-(2011)/tuning-systems?inArabic=false,GET,inArabic=false,8.70,6.00,18.00,3.47,140,140,140,0,200,225.00,189.00,405.00,64.37,140,140,140,,200,2025-11-06T20:32:39.654Z,
/sources/al-Sabbagh-(1950)/tuning-systems?inArabic=false,GET,inArabic=false,9.30,6.00,15.00,2.69,168,168,168,0,200,195.20,185.00,209.00,5.90,168,168,168,,200,2025-11-06T20:32:42.669Z,
/sources/Forster-(2010)/maqamat,GET,,45.40,6.00,293.00,87.23,176,176,176,0,200,203.50,190.00,276.00,24.52,176,176,176,,200,2025-11-06T20:32:46.145Z,
/sources/Farmer-(1937)/maqamat,GET,,8.40,7.00,16.00,2.80,133,133,133,0,200,228.90,187.00,342.00,52.23,133,133,133,,200,2025-11-06T20:32:49.488Z,
/sources/Mokhtar-(1937)/maqamat,GET,,7.90,6.00,12.00,2.02,139,139,139,0,200,194.60,185.00,208.00,7.02,139,139,139,,200,2025-11-06T20:32:52.481Z,
/sources/al-Shawwa-(1946)/maqamat,GET,,8.10,6.00,12.00,1.92,8387,8387,8387,0,200,194.70,186.00,228.00,11.64,8387,8387,8387,,200,2025-11-06T20:32:55.478Z,
/sources/Meshshaqa-(1899)/maqamat,GET,,8.30,6.00,11.00,1.68,175,175,175,0,200,192.80,186.00,198.00,4.04,175,175,175,,200,2025-11-06T20:32:58.456Z,
/sources/Forster-(2010)/maqamat?inArabic=true,GET,inArabic=true,8.40,6.00,15.00,2.87,280,280,280,0,200,192.30,184.00,208.00,6.47,280,280,280,,200,2025-11-06T20:33:01.431Z,
/sources/Farmer-(1937)/maqamat?inArabic=true,GET,inArabic=true,11.60,7.00,29.00,6.10,187,187,187,0,200,210.80,190.00,286.00,32.43,187,187,187,,200,2025-11-06T20:33:04.624Z,
/sources/Mokhtar-(1937)/maqamat?inArabic=true,GET,inArabic=true,9.00,6.00,14.00,2.76,226,226,226,0,200,199.10,185.00,257.00,19.99,226,226,226,,200,2025-11-06T20:33:07.670Z,
/sources/al-Shawwa-(1946)/maqamat?inArabic=true,GET,inArabic=true,8.90,8.00,12.00,1.37,9999,9999,9999,0,200,195.30,187.00,203.00,5.27,9999,9999,9999,,200,2025-11-06T20:33:10.678Z,
/sources/Meshshaqa-(1899)/maqamat?inArabic=true,GET,inArabic=true,8.40,7.00,11.00,1.43,264,264,264,0,200,203.00,192.00,230.00,10.59,264,264,264,,200,2025-11-06T20:33:13.760Z,
/sources/Forster-(2010)/maqamat?inArabic=false,GET,inArabic=false,8.20,6.00,11.00,1.54,176,176,176,0,200,192.40,182.00,208.00,7.55,176,176,176,,200,2025-11-06T20:33:16.735Z,
/sources/Farmer-(1937)/maqamat?inArabic=false,GET,inArabic=false,7.90,6.00,12.00,1.92,133,133,133,0,200,193.60,183.00,204.00,6.30,133,133,133,,200,2025-11-06T20:33:19.723Z,
/sources/Mokhtar-(1937)/maqamat?inArabic=false,GET,inArabic=false,7.80,6.00,11.00,1.54,139,139,139,0,200,204.10,184.00,267.00,22.07,139,139,139,,200,2025-11-06T20:33:22.809Z,
/sources/al-Shawwa-(1946)/maqamat?inArabic=false,GET,inArabic=false,8.60,7.00,14.00,1.96,8387,8387,8387,0,200,193.30,190.00,196.00,2.19,8387,8387,8387,,200,2025-11-06T20:33:25.797Z,
/sources/Meshshaqa-(1899)/maqamat?inArabic=false,GET,inArabic=false,8.50,7.00,11.00,1.69,175,175,175,0,200,235.40,187.00,517.00,95.76,175,175,175,,200,2025-11-06T20:33:29.202Z,
/sources/Forster-(2010)/ajnas,GET,,25.10,6.00,176.00,50.34,176,176,176,0,200,193.80,189.00,203.00,4.89,176,176,176,,200,2025-11-06T20:33:32.378Z,
/sources/Farmer-(1937)/ajnas,GET,,17.10,7.00,79.00,20.88,133,133,133,0,200,212.90,189.00,382.00,56.53,133,133,133,,200,2025-11-06T20:33:35.647Z,
/sources/Mokhtar-(1937)/ajnas,GET,,8.60,6.00,13.00,2.42,139,139,139,0,200,193.40,185.00,203.00,5.97,139,139,139,,200,2025-11-06T20:33:38.633Z,
/sources/d-Erlanger-(1930)/ajnas,GET,,8.30,7.00,12.00,1.85,139,139,139,0,200,190.90,183.00,204.00,5.30,139,139,139,,200,2025-11-06T20:33:41.594Z,
/sources/Land-(1885)/ajnas,GET,,8.10,6.00,14.00,2.39,201,201,201,0,200,220.20,186.00,401.00,61.28,201,201,201,,200,2025-11-06T20:33:44.851Z,
/sources/Forster-(2010)/ajnas?inArabic=true,GET,inArabic=true,14.50,7.00,31.00,7.16,280,280,280,0,200,189.80,183.00,205.00,5.78,280,280,280,,200,2025-11-06T20:33:47.866Z,
/sources/Farmer-(1937)/ajnas?inArabic=true,GET,inArabic=true,8.70,7.00,16.00,2.72,187,187,187,0,200,194.10,189.00,203.00,4.28,187,187,187,,200,2025-11-06T20:33:50.866Z,
/sources/Mokhtar-(1937)/ajnas?inArabic=true,GET,inArabic=true,9.30,7.00,21.00,4.15,226,226,226,0,200,226.80,188.00,392.00,60.17,226,226,226,,200,2025-11-06T20:33:54.194Z,
/sources/d-Erlanger-(1930)/ajnas?inArabic=true,GET,inArabic=true,8.90,7.00,12.00,1.70,207,207,207,0,200,192.40,183.00,203.00,5.80,207,207,207,,200,2025-11-06T20:33:57.173Z,
/sources/Land-(1885)/ajnas?inArabic=true,GET,inArabic=true,8.70,7.00,16.00,2.72,201,201,201,0,200,194.90,188.00,200.00,3.45,201,201,201,,200,2025-11-06T20:34:00.181Z,
/sources/Forster-(2010)/ajnas?inArabic=false,GET,inArabic=false,8.60,7.00,12.00,1.74,176,176,176,0,200,227.50,189.00,460.00,79.05,176,176,176,,200,2025-11-06T20:34:03.506Z,
/sources/Farmer-(1937)/ajnas?inArabic=false,GET,inArabic=false,8.10,7.00,13.00,1.87,133,133,133,0,200,226.10,187.00,507.00,93.84,133,133,133,,200,2025-11-06T20:34:06.820Z,
/sources/Mokhtar-(1937)/ajnas?inArabic=false,GET,inArabic=false,8.40,7.00,15.00,2.54,139,139,139,0,200,207.20,191.00,333.00,41.96,139,139,139,,200,2025-11-06T20:34:09.944Z,
/sources/d-Erlanger-(1930)/ajnas?inArabic=false,GET,inArabic=false,10.00,7.00,25.00,5.27,139,139,139,0,200,198.80,189.00,227.00,10.54,139,139,139,,200,2025-11-06T20:34:13.002Z,
/sources/Land-(1885)/ajnas?inArabic=false,GET,inArabic=false,9.30,7.00,13.00,2.10,201,201,201,0,200,191.60,184.00,200.00,4.74,201,201,201,,200,2025-11-06T20:34:15.985Z,
