Endpoint,Method,Parameters,Local Time Avg (ms),Local Time Min (ms),Local Time Max (ms),Local Time StdDev (ms),Local Size Avg (bytes),Local Size Min (bytes),Local Size Max (bytes),Local Size StdDev (bytes),Local Status,External Time Avg (ms),External Time Min (ms),External Time Max (ms),External Time StdDev (ms),External Size Avg (bytes),External Size Min (bytes),External Size Max (bytes),External Size StdDev (bytes),External Status,Timestamp,Error
/maqamat/all/availability,GET,,99.10,6.00,918.00,272.97,91,91,91,0,404,,,,,,,,,,2025-11-06T20:22:41.324Z,
/maqamat/all/availability?inArabic=true,GET,inArabic=true,8.30,7.00,10.00,0.78,91,91,91,0,404,,,,,,,,,,2025-11-06T20:22:41.918Z,
/maqamat/all/availability?inArabic=false,GET,inArabic=false,8.90,7.00,12.00,1.45,91,91,91,0,404,,,,,,,,,,2025-11-06T20:22:42.517Z,
/tuning-systems,GET,,9.20,7.00,18.00,3.06,11276,11276,11276,0,200,199.70,191.00,210.00,5.83,11276,11276,11276,,200,2025-11-06T20:22:45.575Z,
/tuning-systems?includeSources=true,GET,includeSources=true,8.20,6.00,13.00,2.04,13404,13404,13404,0,200,210.00,188.00,284.00,25.58,13404,13404,13404,,200,2025-11-06T20:22:48.727Z,
/tuning-systems?includeSources=false,GET,includeSources=false,10.70,8.00,17.00,2.83,11276,11276,11276,0,200,210.60,190.00,323.00,37.95,11276,11276,11276,,200,2025-11-06T20:22:51.910Z,
/tuning-systems?inArabic=true,GET,inArabic=true,12.30,10.00,21.00,3.16,15820,15820,15820,0,200,203.10,195.00,223.00,7.99,15820,15820,15820,,200,2025-11-06T20:22:55.036Z,
/tuning-systems?includeSources=true&inArabic=true,GET,includeSources=true&inArabic=true,11.30,10.00,14.00,1.00,17948,17948,17948,0,200,211.30,197.00,245.00,14.99,17948,17948,17948,,200,2025-11-06T20:22:58.231Z,
/tuning-systems?includeSources=false&inArabic=true,GET,includeSources=false&inArabic=true,11.50,10.00,13.00,1.20,15820,15820,15820,0,200,209.20,195.00,225.00,9.62,15820,15820,15820,,200,2025-11-06T20:23:01.407Z,
/tuning-systems?inArabic=false,GET,inArabic=false,9.70,8.00,14.00,1.55,11276,11276,11276,0,200,203.20,194.00,221.00,7.97,11276,11276,11276,,200,2025-11-06T20:23:04.508Z,
/tuning-systems?includeSources=true&inArabic=false,GET,includeSources=true&inArabic=false,10.40,8.00,16.00,2.29,13404,13404,13404,0,200,202.30,194.00,214.00,7.01,13404,13404,13404,,200,2025-11-06T20:23:07.609Z,
/tuning-systems?includeSources=false&inArabic=false,GET,includeSources=false&inArabic=false,10.30,8.00,14.00,1.95,11276,11276,11276,0,200,206.20,193.00,272.00,22.76,11276,11276,11276,,200,2025-11-06T20:23:10.745Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes,GET,,39.00,8.00,268.00,77.08,41633,41633,41633,0,200,219.80,203.00,250.00,12.78,41633,41633,41633,,200,2025-11-06T20:23:14.324Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes,GET,,9.30,7.00,17.00,2.83,41766,41766,41766,0,200,218.40,205.00,230.00,6.48,41766,41766,41766,,200,2025-11-06T20:23:17.575Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes,GET,,8.20,6.00,12.00,1.83,257,257,257,0,400,,,,,,,,,,2025-11-06T20:23:18.168Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/pitch-classes,GET,,8.80,7.00,13.00,1.66,29791,29791,29791,0,200,200.30,195.00,209.00,3.69,29791,29791,29791,,200,2025-11-06T20:23:21.232Z,
/tuning-systems/al-Urmawi-(1294a)/yegah/pitch-classes,GET,,8.30,7.00,11.00,1.19,30075,30075,30075,0,200,233.30,195.00,339.00,47.28,30075,30075,30075,,200,2025-11-06T20:23:24.619Z,
/tuning-systems/al-Urmawi-(1294a)/rast/pitch-classes,GET,,8.60,7.00,13.00,1.96,257,257,257,0,400,,,,,,,,,,2025-11-06T20:23:25.216Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/ushayran/pitch-classes,GET,,8.30,7.00,11.00,1.49,242,242,242,0,400,,,,,,,,,,2025-11-06T20:23:25.808Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/yegah/pitch-classes,GET,,8.00,6.00,11.00,1.41,239,239,239,0,400,,,,,,,,,,2025-11-06T20:23:26.399Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/rast/pitch-classes,GET,,8.80,7.00,12.00,1.66,23950,23950,23950,0,200,202.20,195.00,216.00,6.94,23950,23950,23950,,200,2025-11-06T20:23:29.487Z,
/tuning-systems/CairoCongressTuningCommittee-(1929)/ushayran/pitch-classes,GET,,8.20,7.00,11.00,1.40,267,267,267,0,400,,,,,,,,,,2025-11-06T20:23:30.078Z,
/tuning-systems/CairoCongressTuningCommittee-(1929)/yegah/pitch-classes,GET,,9.20,8.00,12.00,1.33,41859,41859,41859,0,200,226.50,195.00,299.00,32.52,41859,41859,41859,,200,2025-11-06T20:23:33.408Z,
/tuning-systems/CairoCongressTuningCommittee-(1929)/rast/pitch-classes,GET,,9.70,8.00,14.00,2.10,41887,41887,41887,0,200,215.90,195.00,228.00,9.89,41887,41887,41887,,200,2025-11-06T20:23:36.639Z,
/tuning-systems/Anglo-European-(1800)/ushayran/pitch-classes,GET,,9.90,8.00,18.00,2.84,39323,39323,39323,0,200,246.60,192.00,545.00,100.28,39323,39323,39323,,200,2025-11-06T20:23:40.177Z,
/tuning-systems/Anglo-European-(1800)/yegah/pitch-classes,GET,,18.30,8.00,66.00,16.92,41578,41578,41578,0,200,216.10,207.00,230.00,6.73,41578,41578,41578,,200,2025-11-06T20:23:43.491Z,
/tuning-systems/Anglo-European-(1800)/rast/pitch-classes,GET,,7.60,6.00,13.00,2.29,261,261,261,0,400,,,,,,,,,,2025-11-06T20:23:44.083Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?inArabic=true,GET,inArabic=true,11.80,10.00,14.00,1.47,46347,46347,46347,0,200,248.60,209.00,359.00,44.70,46347,46347,46347,,200,2025-11-06T20:23:47.658Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?inArabic=true,GET,inArabic=true,11.20,10.00,14.00,1.17,46446,46446,46446,0,200,249.40,228.00,298.00,23.58,46446,46446,46446,,200,2025-11-06T20:23:51.236Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?inArabic=true,GET,inArabic=true,7.90,7.00,12.00,1.64,257,257,257,0,400,,,,,,,,,,2025-11-06T20:23:51.825Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/pitch-classes?inArabic=true,GET,inArabic=true,10.80,9.00,14.00,1.66,33111,33111,33111,0,200,221.10,194.00,249.00,13.93,33111,33111,33111,,200,2025-11-06T20:23:55.116Z,
/tuning-systems/al-Urmawi-(1294a)/yegah/pitch-classes?inArabic=true,GET,inArabic=true,11.20,9.00,13.00,1.33,33379,33379,33379,0,200,224.90,205.00,283.00,20.76,33379,33379,33379,,200,2025-11-06T20:23:58.449Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?inArabic=false,GET,inArabic=false,9.20,7.00,13.00,2.14,41633,41633,41633,0,200,209.60,196.00,233.00,9.53,41633,41633,41633,,200,2025-11-06T20:24:01.610Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?inArabic=false,GET,inArabic=false,9.30,8.00,12.00,1.27,41766,41766,41766,0,200,215.80,202.00,231.00,10.22,41766,41766,41766,,200,2025-11-06T20:24:04.831Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?inArabic=false,GET,inArabic=false,8.60,7.00,13.00,1.85,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:05.427Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/pitch-classes?inArabic=false,GET,inArabic=false,9.10,8.00,12.00,1.37,29791,29791,29791,0,200,202.60,185.00,218.00,8.59,29791,29791,29791,,200,2025-11-06T20:24:08.517Z,
/tuning-systems/al-Urmawi-(1294a)/yegah/pitch-classes?inArabic=false,GET,inArabic=false,9.30,7.00,13.00,1.79,30075,30075,30075,0,200,203.80,192.00,216.00,7.82,30075,30075,30075,,200,2025-11-06T20:24:11.624Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?pitchClassDataType=all,GET,pitchClassDataType=all,8.80,7.00,14.00,2.04,41633,41633,41633,0,200,223.70,201.00,312.00,32.30,41633,41633,41633,,200,2025-11-06T20:24:14.922Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?pitchClassDataType=all,GET,pitchClassDataType=all,8.60,7.00,15.00,2.20,41766,41766,41766,0,200,219.90,205.00,246.00,14.15,41766,41766,41766,,200,2025-11-06T20:24:18.180Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?pitchClassDataType=all,GET,pitchClassDataType=all,8.30,6.00,12.00,1.90,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:18.772Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?pitchClassDataType=frequency,GET,pitchClassDataType=frequency,8.30,7.00,11.00,1.49,13084,13084,13084,0,200,207.40,193.00,215.00,5.89,13084,13084,13084,,200,2025-11-06T20:24:21.899Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?pitchClassDataType=frequency,GET,pitchClassDataType=frequency,8.90,7.00,12.00,1.70,13050,13050,13050,0,200,210.60,196.00,260.00,17.30,13050,13050,13050,,200,2025-11-06T20:24:25.064Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?pitchClassDataType=frequency,GET,pitchClassDataType=frequency,7.80,6.00,10.00,1.25,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:25.652Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?pitchClassDataType=referenceNoteName,GET,pitchClassDataType=referenceNoteName,8.50,7.00,12.00,1.43,12843,12843,12843,0,200,200.20,191.00,214.00,6.68,12843,12843,12843,,200,2025-11-06T20:24:28.710Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?pitchClassDataType=referenceNoteName,GET,pitchClassDataType=referenceNoteName,8.60,7.00,14.00,2.24,12810,12810,12810,0,200,213.40,194.00,303.00,30.36,12810,12810,12810,,200,2025-11-06T20:24:31.905Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?pitchClassDataType=referenceNoteName,GET,pitchClassDataType=referenceNoteName,8.00,6.00,11.00,1.67,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:32.495Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?octave=all,GET,octave=all,8.50,7.00,12.00,1.43,41633,41633,41633,0,200,206.30,192.00,224.00,8.89,41633,41633,41633,,200,2025-11-06T20:24:35.617Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?octave=all,GET,octave=all,8.50,7.00,13.00,1.57,41766,41766,41766,0,200,213.30,198.00,237.00,12.36,41766,41766,41766,,200,2025-11-06T20:24:38.807Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?octave=all,GET,octave=all,8.20,7.00,10.00,1.25,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:39.399Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?octave=1,GET,octave=1,8.70,7.00,12.00,1.68,10797,10797,10797,0,200,203.40,191.00,211.00,6.22,10797,10797,10797,,200,2025-11-06T20:24:42.487Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?octave=1,GET,octave=1,12.80,7.00,33.00,7.68,10882,10882,10882,0,200,207.00,201.00,220.00,6.23,10882,10882,10882,,200,2025-11-06T20:24:45.657Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?octave=1,GET,octave=1,8.30,7.00,11.00,1.42,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:46.248Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/pitch-classes?octave=3,GET,octave=3,9.80,7.00,13.00,1.89,11176,11176,11176,0,200,204.30,192.00,215.00,7.55,11176,11176,11176,,200,2025-11-06T20:24:49.359Z,
/tuning-systems/Ronzevalle-(1904)/yegah/pitch-classes?octave=3,GET,octave=3,9.00,7.00,14.00,2.19,11159,11159,11159,0,200,198.90,190.00,211.00,6.22,11159,11159,11159,,200,2025-11-06T20:24:52.412Z,
/tuning-systems/Ronzevalle-(1904)/rast/pitch-classes?octave=3,GET,octave=3,15.90,7.00,68.00,17.49,257,257,257,0,400,,,,,,,,,,2025-11-06T20:24:53.081Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/maqamat,GET,,466.10,369.00,1248.00,260.73,19661,19661,19661,0,200,1860.10,1741.00,2473.00,207.22,19661,19661,19661,,200,2025-11-06T20:25:17.740Z,
/tuning-systems/Ronzevalle-(1904)/yegah/maqamat,GET,,329.80,311.00,423.00,32.25,17315,17315,17315,0,200,1610.90,1546.00,1774.00,68.24,17315,17315,17315,,200,2025-11-06T20:25:38.119Z,
/tuning-systems/Ronzevalle-(1904)/rast/maqamat,GET,,9.70,7.00,16.00,2.93,310,310,310,0,400,,,,,,,,,,2025-11-06T20:25:38.724Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/maqamat,GET,,101.50,59.00,443.00,113.92,8455,8455,8455,0,200,441.20,392.00,507.00,32.25,8455,8455,8455,,200,2025-11-06T20:25:45.124Z,
/tuning-systems/al-Urmawi-(1294a)/yegah/maqamat,GET,,87.30,76.00,165.00,26.02,10502,10502,10502,0,200,528.10,474.00,585.00,39.74,10502,10502,10502,,200,2025-11-06T20:25:52.250Z,
/tuning-systems/al-Urmawi-(1294a)/rast/maqamat,GET,,8.40,7.00,13.00,1.80,310,310,310,0,400,,,,,,,,,,2025-11-06T20:25:52.845Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/ushayran/maqamat,GET,,8.20,7.00,12.00,1.60,266,266,266,0,400,,,,,,,,,,2025-11-06T20:25:53.437Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/yegah/maqamat,GET,,8.50,7.00,12.00,1.63,263,263,263,0,400,,,,,,,,,,2025-11-06T20:25:54.033Z,
/tuning-systems/MokhtarandMosharrafa-(1937)/rast/maqamat,GET,,47.80,34.00,83.00,18.99,18071,18071,18071,0,200,348.10,289.00,499.00,58.39,18071,18071,18071,,200,2025-11-06T20:25:58.961Z,
/tuning-systems/Allami-(2024)/ushayran/maqamat,GET,,131.90,127.00,153.00,7.29,17293,17293,17293,0,200,789.40,718.00,871.00,48.56,17293,17293,17293,,200,2025-11-06T20:26:09.149Z,
/tuning-systems/Allami-(2024)/yegah/maqamat,GET,,8.10,6.00,16.00,2.81,265,265,265,0,400,,,,,,,,,,2025-11-06T20:26:09.741Z,
/tuning-systems/Allami-(2024)/rast/maqamat,GET,,7.70,6.00,10.00,1.35,264,264,264,0,400,,,,,,,,,,2025-11-06T20:26:10.329Z,
/tuning-systems/al-Laythi-(1965)/ushayran/maqamat,GET,,7.60,6.00,10.00,1.20,255,255,255,0,400,,,,,,,,,,2025-11-06T20:26:10.914Z,
/tuning-systems/al-Laythi-(1965)/yegah/maqamat,GET,,7.60,7.00,11.00,1.20,252,252,252,0,400,,,,,,,,,,2025-11-06T20:26:11.499Z,
/tuning-systems/al-Laythi-(1965)/rast/maqamat,GET,,67.90,64.00,72.00,2.77,20145,20145,20145,0,200,483.50,457.00,536.00,27.26,20145,20145,20145,,200,2025-11-06T20:26:17.983Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/maqamat?inArabic=true,GET,inArabic=true,383.90,378.00,392.00,4.09,24751,24751,24751,0,200,1817.20,1753.00,2058.00,84.50,24751,24751,24751,,200,2025-11-06T20:26:40.966Z,
/tuning-systems/Ronzevalle-(1904)/yegah/maqamat?inArabic=true,GET,inArabic=true,340.30,332.00,381.00,13.75,21826,21826,21826,0,200,1634.00,1574.00,1694.00,44.03,21826,21826,21826,,200,2025-11-06T20:27:01.684Z,
/tuning-systems/Ronzevalle-(1904)/rast/maqamat?inArabic=true,GET,inArabic=true,8.90,6.00,14.00,2.07,310,310,310,0,400,,,,,,,,,,2025-11-06T20:27:02.281Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/maqamat?inArabic=true,GET,inArabic=true,59.00,56.00,62.00,2.05,10688,10688,10688,0,200,449.40,416.00,497.00,29.34,10688,10688,10688,,200,2025-11-06T20:27:08.334Z,
/tuning-systems/al-Urmawi-(1294a)/yegah/maqamat?inArabic=true,GET,inArabic=true,75.70,71.00,93.00,5.98,13245,13245,13245,0,200,526.60,482.00,567.00,31.23,13245,13245,13245,,200,2025-11-06T20:27:15.327Z,
/tuning-systems/Ronzevalle-(1904)/ushayran/maqamat?inArabic=false,GET,inArabic=false,378.00,373.00,389.00,4.17,19661,19661,19661,0,200,1825.20,1741.00,2039.00,95.46,19661,19661,19661,,200,2025-11-06T20:27:38.338Z,
/tuning-systems/Ronzevalle-(1904)/yegah/maqamat?inArabic=false,GET,inArabic=false,347.30,325.00,455.00,37.62,17315,17315,17315,0,200,1603.80,1543.00,1767.00,65.85,17315,17315,17315,,200,2025-11-06T20:27:58.820Z,
/tuning-systems/Ronzevalle-(1904)/rast/maqamat?inArabic=false,GET,inArabic=false,8.50,6.00,14.00,2.25,310,310,310,0,400,,,,,,,,,,2025-11-06T20:27:59.416Z,
/tuning-systems/al-Urmawi-(1294a)/ushayran/maqamat?inArabic=false,GET,inArabic=false,55.00,53.00,57.00,1.41,8455,8455,8455,0,200,426.20,400.00,489.00,28.12,8455,8455,8455,,200,2025-11-06T20:28:05.202Z,
